1, 286
2, 79
3, 147
4, 78
5, 122
6, 97
7, 82
8, 109
9, 122
10, 85
11, 132
12, 109
13, 210
14, 78
15, 79
16, 78
17, 83
18, 109
19, 79
20, 99
21, 78
22, 79
23, 81
24, 77
25, 231
26, 77
27, 77
28, 76
29, 77
30, 77
31, 80
32, 78
33, 79
34, 85
35, 78
36, 78
37, 78
38, 97
39, 79
40, 163
41, 80
42, 78
43, 77
44, 112
45, 78
46, 79
47, 156
48, 83
49, 80
50, 100
51, 76
52, 78
53, 78
54, 77
55, 119
56, 77
57, 77
58, 86
59, 99
60, 79
61, 93
62, 78
63, 87
64, 84
65, 78
66, 86
67, 80
68, 207
69, 80
70, 93
71, 160
72, 79
73, 78
74, 80
75, 79
76, 115
77, 102
78, 78
79, 100
80, 112
81, 78
82, 76
83, 78
84, 79
85, 82
86, 79
87, 87
88, 91
89, 77
90, 80
91, 77
92, 95
93, 89
94, 92
95, 101
96, 89
97, 85
98, 162
99, 79
100, 120
101, 88
102, 86
103, 432
104, 77
105, 148
106, 80
107, 79
108, 79
109, 79
110, 85
111, 81
112, 87
113, 79
114, 79
115, 78
116, 93
117, 77
118, 91
119, 77
120, 96
121, 84
122, 91
123, 87
124, 77
125, 110
126, 77
127, 80
128, 77
129, 93
130, 103
131, 101
132, 78
133, 81
134, 87
135, 84
136, 241
137, 120
138, 79
139, 93
140, 141
141, 79
142, 120
143, 81
144, 138
145, 283
146, 114
147, 86
148, 79
149, 80
150, 121
151, 101
152, 77
153, 77
154, 76
155, 77
156, 113
157, 79
158, 90
159, 93
160, 79
161, 153
162, 79
163, 78
164, 170
165, 78
166, 85
167, 90
168, 115
169, 78
170, 81
171, 79
172, 144
173, 81
174, 78
175, 79
176, 85
177, 77
178, 84
179, 79
180, 75
181, 79
182, 76
183, 79
184, 90
185, 95
186, 77
187, 78
188, 93
189, 78
190, 87
