1, 150
2, 111
3, 92
4, 55
5, 145
6, 127
7, 56
8, 66
9, 63
10, 58
11, 247
12, 58
13, 88
14, 58
15, 109
16, 156
17, 205
18, 65
19, 86
20, 57
21, 144
22, 64
23, 58
24, 209
25, 219
26, 82
27, 56
28, 60
29, 156
30, 69
31, 72
32, 61
33, 90
34, 58
35, 59
36, 309
37, 84
38, 88
39, 89
40, 56
41, 79
42, 78
43, 81
44, 72
45, 55
46, 68
47, 57
48, 70
49, 172
50, 172
51, 74
52, 228
53, 114
54, 289
55, 57
56, 405
57, 80
58, 177
59, 57
60, 56
61, 66
62, 115
63, 55
64, 87
65, 57
66, 57
67, 60
68, 56
69, 64
70, 63
71, 141
72, 375
73, 57
74, 108
75, 127
76, 162
77, 91
78, 125
79, 126
80, 59
81, 146
82, 76
83, 152
84, 57
85, 55
86, 91
87, 64
88, 192
89, 74
90, 196
91, 112
92, 381
93, 150
94, 56
95, 75
96, 256
97, 54
98, 102
99, 68
100, 135
101, 61
102, 76
103, 56
104, 81
105, 57
106, 76
107, 119
108, 57
109, 89
110, 60
111, 58
112, 69
113, 58
114, 89
115, 124
116, 57
117, 110
118, 56
119, 57
120, 65
121, 58
122, 133
123, 89
124, 84
125, 59
126, 55
127, 97
128, 56
129, 66
130, 64
131, 77
132, 54
133, 56
134, 59
135, 262
136, 127
137, 79
138, 125
139, 165
140, 75
141, 56
142, 114
143, 59
144, 57
145, 90
146, 118
147, 59
148, 64
149, 91
150, 72
151, 78
152, 58
153, 120
154, 104
155, 66
156, 82
157, 60
158, 171
159, 284
160, 121
161, 120
162, 58
163, 147
164, 127
165, 724
166, 115
167, 58
168, 57
169, 349
170, 106
171, 76
172, 69
173, 77
174, 57
175, 79
176, 78
177, 205
178, 84
179, 59
180, 193
181, 87
182, 73
183, 88
184, 76
185, 461
186, 214
187, 129
188, 93
189, 230
190, 124
191, 187
192, 127
193, 61
194, 105
195, 58
196, 67
197, 55
198, 60
199, 109
200, 93
201, 89
202, 67
203, 101
204, 105
205, 57
206, 56
207, 55
208, 124
209, 110
210, 91
211, 129
212, 90
213, 63
214, 55
215, 86
216, 106
217, 67
218, 177
219, 149
220, 71
221, 94
222, 59
223, 90
224, 108
225, 65
226, 61
227, 72
228, 129
229, 118
230, 203
231, 73
232, 67
233, 96
234, 84
235, 84
236, 157
237, 69
238, 136
239, 91
240, 114
241, 75
242, 59
243, 57
244, 58
245, 58
246, 115
247, 60
248, 70
249, 56
250, 132
251, 78
252, 147
253, 229
254, 100
255, 160
256, 268
257, 61
258, 92
259, 110
260, 185
261, 56
262, 82
263, 93
264, 86
265, 245
266, 85
267, 67
268, 190
269, 55
270, 70
271, 78
272, 58
273, 55
274, 148
275, 89
276, 314
277, 71
278, 91
279, 118
280, 101
281, 116
282, 79
283, 57
284, 85
285, 135
286, 103
287, 98
288, 59
289, 57
290, 102
291, 74
292, 129
293, 79
294, 58
295, 105
296, 141
297, 61
298, 167
299, 82
300, 61
301, 80
302, 572
303, 112
304, 57
305, 155
306, 57
307, 76
308, 59
309, 113
310, 59
311, 130
312, 310
313, 98
314, 85
315, 116
316, 56
317, 60
318, 189
319, 83
320, 189
321, 138
322, 54
323, 55
324, 74
325, 68
326, 93
327, 71
328, 58
329, 58
330, 65
331, 55
332, 125
333, 63
334, 85
335, 57
336, 155
337, 57
338, 110
339, 68
340, 55
341, 90
342, 143
343, 56
344, 205
345, 172
346, 249
347, 70
348, 73
349, 92
350, 58
351, 58
352, 57
353, 60
354, 82
355, 66
356, 67
357, 141
358, 73
359, 86
360, 92
361, 58
362, 57
363, 65
364, 81
365, 110
366, 141
367, 70
368, 58
369, 156
370, 163
371, 55
372, 112
373, 282
374, 150
375, 55
376, 57
377, 74
378, 102
379, 109
380, 127
381, 145
382, 84
383, 119
384, 65
385, 282
386, 132
387, 57
388, 64
389, 356
390, 84
391, 196
392, 56
393, 141
394, 386
395, 57
396, 59
397, 108
398, 128
399, 108
400, 61
