1, 151
2, 138
3, 242
4, 180
5, 140
6, 139
7, 182
8, 307
9, 154
10, 307
11, 198
12, 185
13, 140
14, 208
15, 237
16, 298
17, 220
18, 306
19, 340
20, 184
21, 146
22, 222
23, 186
24, 193
25, 156
26, 177
27, 209
28, 394
29, 154
30, 260
31, 266
32, 163
33, 203
34, 169
35, 136
36, 198
37, 334
38, 1132
39, 293
40, 138
41, 529
42, 176
43, 504
44, 322
45, 167
46, 137
47, 179
48, 226
49, 220
50, 338
51, 310
52, 165
53, 253
54, 158
55, 292
56, 175
57, 155
58, 171
59, 143
60, 140
61, 182
62, 141
63, 641
64, 184
65, 296
66, 168
67, 254
68, 167
69, 203
70, 193
71, 254
72, 158
73, 510
74, 208
75, 247
76, 219
77, 223
78, 171
79, 216
80, 215
81, 201
82, 177
83, 235
84, 138
85, 150
86, 173
87, 252
88, 195
89, 155
90, 137
91, 217
92, 182
93, 304
94, 158
95, 139
96, 142
97, 157
98, 293
99, 307
100, 204
101, 363
102, 544
103, 192
104, 160
105, 392
106, 298
107, 302
108, 176
109, 166
110, 145
111, 383
112, 194
113, 387
114, 154
115, 164
116, 137
117, 138
118, 143
119, 140
120, 146
121, 163
122, 177
123, 144
124, 341
125, 137
126, 148
127, 140
128, 140
129, 149
130, 340
131, 166
132, 181
133, 197
134, 147
135, 616
136, 195
137, 287
138, 137
139, 155
140, 159
141, 188
142, 149
143, 196
144, 203
145, 361
146, 202
147, 227
148, 170
149, 152
150, 160
151, 177
152, 512
153, 227
154, 175
155, 220
156, 250
157, 282
158, 196
159, 413
160, 201
161, 217
162, 325
163, 145
164, 150
165, 149
166, 358
167, 192
168, 141
169, 143
170, 310
171, 245
172, 940
173, 237
174, 150
175, 644
176, 390
177, 231
178, 141
179, 184
180, 192
181, 135
182, 1488
183, 195
184, 204
185, 173
186, 192
187, 138
188, 181
189, 182
190, 155
191, 180
192, 185
193, 170
194, 291
195, 682
196, 359
197, 216
198, 262
199, 205
200, 138
