0, 89
1, 109
2, 165
3, 128
4, 99
5, 96
6, 267
7, 80
8, 151
9, 153
10, 112
11, 101
12, 101
13, 136
14, 84
15, 136
16, 84
17, 251
18, 89
19, 135
20, 238
21, 172
22, 85
23, 120
24, 118
25, 99
26, 83
27, 97
28, 95
29, 117
30, 87
31, 156
32, 101
33, 253
34, 113
35, 239
36, 102
37, 148
38, 130
39, 109
40, 106
41, 105
42, 99
43, 85
44, 134
45, 79
46, 106
47, 148
48, 84
49, 97
50, 89
51, 131
52, 126
53, 92
54, 79
55, 144
56, 141
57, 123
58, 149
59, 98
60, 188
61, 87
62, 196
63, 127
64, 79
65, 98
66, 78
67, 120
68, 98
69, 103
70, 214
71, 117
72, 97
73, 81
74, 122
75, 87
76, 144
77, 79
78, 161
79, 127
80, 124
81, 136
82, 86
83, 90
84, 120
85, 91
86, 80
87, 83
88, 93
89, 102
90, 113
91, 214
92, 85
93, 85
94, 382
95, 119
96, 106
97, 84
98, 97
99, 122
100, 110
101, 273
102, 278
103, 88
104, 342
105, 129
106, 111
107, 97
108, 149
109, 1047
110, 93
111, 93
112, 85
113, 86
114, 80
115, 94
116, 92
117, 84
118, 260
119, 94
120, 151
121, 150
122, 80
123, 80
124, 83
125, 203
126, 99
127, 82
128, 92
129, 92
130, 198
131, 86
132, 83
133, 85
134, 104
135, 150
136, 237
137, 116
138, 81
139, 81
140, 146
141, 80
142, 79
143, 83
144, 79
145, 187
146, 141
147, 166
148, 86
149, 85
150, 197
151, 157
152, 139
153, 198
154, 107
155, 81
156, 121
157, 121
158, 118
159, 88
160, 115
161, 79
162, 90
163, 79
164, 131
165, 142
166, 98
167, 79
168, 96
169, 229
170, 132
171, 242
172, 193
173, 149
174, 98
175, 91
176, 82
177, 158
178, 126
179, 140
180, 91
181, 81
182, 141
183, 94
184, 107
185, 112
186, 80
187, 90
188, 97
189, 104
190, 85
191, 84
192, 82
193, 94
194, 84
195, 97
196, 84
197, 99
198, 152
199, 99
